,reviewerID,overall,asin,unixReviewTime
10,11,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[1967, 15976, 20464, 16446, 20970, 20538, 15975, 17614, 15973, 16443, 10812, 16441, 21426, 21479, 16667]","[4718.0, 4718.001, 4718.002, 4718.003, 4718.004, 4718.005, 4739.0, 4739.001, 4739.002, 4739.003, 4764.0, 4764.001, 4802.0, 4802.001, 4802.002]"
11,12,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[5392, 17287, 18299, 5723, 25304, 17286, 22242, 20043, 18654, 20356, 23090, 9848, 9848]","[5392.0, 5392.001, 5392.002, 5392.003, 5392.004, 5392.005, 5392.006, 5392.007, 5392.008, 5392.009, 5480.0, 5480.001, 5480.002]"
12,13,"[4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[7178, 6911, 6911, 5069, 3877, 2811, 27863, 16549, 8310, 27851, 19699, 8310]","[5936.0, 5936.001, 5936.002, 5936.003, 5936.004, 5936.005, 5936.006, 5936.007, 5936.008, 5936.009, 5936.01, 5936.011]"
13,14,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[6514, 6514, 13792, 12007, 13464, 11643, 5585, 5585, 4187, 4176, 4176]","[5057.0, 5057.001, 5273.0, 5273.001, 5273.002, 5334.0, 5334.001, 5334.002, 5334.003, 5334.004, 5334.005]"
14,15,"[5.0, 1.0, 5.0, 5.0, 1.0, 5.0, 4.0, 5.0, 5.0, 5.0]","[6731, 11353, 31797, 30998, 15634, 17548, 18284, 28365, 30521, 30048]","[3188.0, 6128.0, 6366.0, 6470.0, 6630.0, 6669.0, 6741.0, 6757.0, 6764.0, 6800.0]"
15,16,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[7506, 16263, 15512, 3594, 3594, 28952, 28609, 3851, 26106, 28610, 3851, 29006, 29144, 29107, 29004, 4176, 29003, 28549]","[5144.0, 5210.0, 5455.0, 5522.0, 5522.001, 5538.0, 5539.0, 5544.0, 5544.001, 5544.002, 5544.003, 5547.0, 5548.0, 5548.001, 5549.0, 5566.0, 5566.001, 5784.0]"
16,17,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[6339, 6339, 11821, 10431, 723, 9391, 8800, 953, 8327, 780]","[4573.0, 4573.001, 4737.0, 4965.0, 5234.0, 5282.0, 5592.0, 5673.0, 5763.0, 6201.0]"
17,18,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[21901, 8422, 8422, 8251, 8251, 3836, 15688, 20081, 20627, 29268, 29849, 1934]","[5759.0, 5759.001, 5759.002, 5759.003, 5759.004, 5759.005, 5783.0, 5800.0, 5800.001, 5800.002, 6035.0, 6229.0]"
18,19,"[4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[19272, 9790, 7251, 7708, 10762, 9768, 11925, 11925, 11153, 3391, 3391, 11113, 11146, 12018, 12017, 12996, 2875, 12041, 11147, 6478, 3791, 3791, 16729, 22196, 4380]","[5970.0, 5970.001, 5970.002, 5970.003, 5970.004, 5970.005, 5970.006, 5970.007, 5970.008, 5986.0, 5986.001, 5998.0, 5998.001, 5998.002, 5998.003, 5998.004, 5998.005, 5998.006, 5998.007, 6003.0, 6107.0, 6107.001, 6187.0, 6213.0, 6458.0]"
19,20,"[5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 4.0]","[13468, 2933, 8113, 25199, 8307, 8307, 4149, 12964, 3133, 3133, 8329, 14436, 10534, 18926]","[5142.0, 5172.0, 5251.0, 5287.0, 5430.0, 5430.001, 5549.0, 5596.0, 5596.001, 5596.002, 5690.0, 5759.0, 5768.0, 5959.0]"
20,21,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[29651, 30041, 25734, 30468, 29717, 26113, 27718, 23917, 23072, 22311, 22108, 25733, 27731, 28251, 30634, 30755, 30887, 30885]","[5729.0, 5890.0, 5890.001, 5890.002, 5890.003, 5890.004, 5890.005, 5890.006, 5890.007, 5890.008, 5890.009, 5890.01, 5890.011, 5890.012, 5890.013, 5890.014, 5890.015, 5890.016]"
21,22,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[17227, 17220, 10919, 16121, 15144, 14519, 14232, 24305, 1641, 4260, 1744, 4878, 18931, 26843, 29149, 4948, 11675, 23390, 22026, 32656, 17755, 22960]","[4990.0, 6327.0, 6327.001, 6327.002, 6327.003, 6327.004, 6327.005, 6327.006, 6327.007, 6327.008, 6327.009, 6327.01, 6327.011, 6574.0, 6574.001, 6574.002, 6574.003, 6574.004, 6574.005, 6574.006, 6574.007, 6574.008]"
22,23,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[20817, 20878, 20817, 11190, 7979, 7979, 18959, 15463, 2037, 18525, 10814, 17448, 22026, 14692, 1834, 23956, 8603, 8603, 14539, 9854, 25024, 20936, 18820, 17733, 20267, 19099, 16279, 17734, 18167, 20264]","[4797.0, 4808.0, 4808.001, 4808.002, 4808.003, 4808.004, 5082.0, 5082.001, 5082.002, 5082.003, 5087.0, 5087.001, 5087.002, 5088.0, 5095.0, 5095.001, 5095.002, 5095.003, 5097.0, 5110.0, 5110.001, 5110.002, 5110.003, 5110.004, 5110.005, 5110.006, 5160.0, 5160.001, 5160.002, 5237.0]"
23,24,"[4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0]","[6762, 6762, 7234, 7234, 26798, 26817, 1074, 21105, 13008, 6389, 11108, 6427]","[5006.0, 5006.001, 5021.0, 5021.001, 5449.0, 5449.001, 5449.002, 5706.0, 5774.0, 5878.0, 5878.001, 5878.002]"
24,25,"[5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 5.0, 3.0, 5.0, 5.0, 5.0, 4.0, 4.0, 3.0, 3.0, 1.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 4.0, 5.0]","[27774, 27241, 24867, 14711, 10367, 15975, 23848, 29638, 1660, 5208, 25664, 25662, 16977, 30779, 16671, 26422, 26426, 17228, 23846, 1755, 29641, 10367, 26407, 23581, 6816, 20777, 15824, 7555, 28504, 26171, 15825, 31006, 29637, 32406, 32460, 5433, 3314, 7182, 7182, 14520, 32834, 5139, 17227, 15030, 8556, 27237, 13256, 17822, 5151, 27857, 22141]","[5903.0, 5903.001, 5903.002, 5903.003, 5903.004, 5903.005, 5903.006, 5903.007, 5903.008, 5903.009, 5903.01, 5903.011, 5903.012, 5903.013, 5903.014, 5903.015, 5903.016, 5903.017, 5903.018, 5903.019, 5903.02, 5903.021, 5903.022, 5903.023, 5903.024, 5903.025, 5972.0, 5972.001, 5972.002, 5972.003, 5972.004, 5972.005, 5972.006, 6085.0, 6086.0, 6086.001, 6086.002, 6086.003, 6086.004, 6086.005, 6095.0, 6095.001, 6095.002, 6095.003, 6095.004, 6095.005, 6095.006, 6297.0, 6297.001, 6332.0, 6339.0]"
25,26,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[12681, 13105, 16510, 6971, 7017, 7017, 9979, 16943, 9979, 13259, 21912, 5530, 5530, 2213, 8854, 20965, 12709, 9936, 2724, 13196, 12378, 6878, 20991, 19993, 1019, 1019, 25225, 1080]","[4606.0, 4769.0, 4784.0, 4911.0, 4911.001, 4911.002, 4911.003, 4911.004, 4911.005, 4926.0, 4926.001, 4926.002, 4926.003, 4926.004, 4947.0, 5004.0, 5004.001, 5019.0, 5026.0, 5050.0, 5088.0, 5088.001, 5097.0, 5198.0, 5198.001, 5224.0, 5224.001, 5474.0]"
26,27,"[5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0]","[25733, 22667, 20860, 13994, 20114, 10734, 1737, 1605, 1562, 18599, 7528, 8171, 7711, 28688, 28690, 28686, 26350, 22677, 20115, 18602, 2177, 26255, 9520, 18300, 18294, 18295, 18297, 18293, 18292, 9502, 22670, 22706, 16332, 4890, 7022]","[6353.0, 6353.001, 6353.002, 6353.003, 6353.004, 6573.0, 6585.0, 6585.001, 6585.002, 6585.003, 6585.004, 6585.005, 6585.006, 6585.007, 6585.008, 6585.009, 6585.01, 6585.011, 6585.012, 6585.013, 6585.014, 6585.015, 6604.0, 6604.001, 6604.002, 6604.003, 6604.004, 6604.005, 6604.006, 6604.007, 6643.0, 6643.001, 6643.002, 6643.003, 6643.004]"
27,28,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[4476, 28243, 27774, 4476, 7206, 30298, 19459, 21522, 20465, 27787, 28898]","[6157.0, 6157.001, 6157.002, 6157.003, 6157.004, 6157.005, 6157.006, 6157.007, 6157.008, 6157.009, 6157.01]"
28,29,"[3.0, 3.0, 4.0, 3.0, 3.0, 4.0, 4.0, 4.0, 4.0, 1.0, 2.0, 3.0, 4.0, 3.0, 4.0, 4.0, 4.0, 5.0, 2.0, 5.0]","[4113, 4113, 12242, 13682, 12583, 11376, 19945, 22375, 909, 21643, 26420, 26397, 478, 30852, 391, 31219, 28100, 4710, 13940, 3282]","[2725.0, 2725.001, 3310.0, 3414.0, 3719.0, 3868.0, 4524.0, 5056.0, 5200.0, 5335.0, 5486.0, 5713.0, 5900.0, 5929.0, 5989.0, 6087.0, 6434.0, 6643.0, 6643.001, 6643.002]"
29,30,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[7476, 7476, 3606, 2863, 16578, 19092, 24254, 23913, 24643, 24071, 23651, 22369, 19462, 21552, 24897, 22945, 24163, 24546, 20667, 24862, 25179, 20101, 25339, 27049, 29132]","[4813.0, 4813.001, 4813.002, 4813.003, 4892.0, 5006.0, 5054.0, 5070.0, 5140.0, 5140.001, 5140.002, 5140.003, 5140.004, 5140.005, 5140.006, 5148.0, 5169.0, 5169.001, 5169.002, 5169.003, 5169.004, 5169.005, 5169.006, 5859.0, 6019.0]"
30,31,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[5861, 5971, 5971, 12980, 4297, 2690, 2482, 19295, 19292, 19298, 19296, 2689, 2401, 19297, 2480, 2542, 12761, 19290, 19293, 1214, 8948, 1188, 6646, 8664, 8971, 8968, 12229, 8357, 2762]","[4817.0, 4817.001, 4817.002, 6204.0, 6204.001, 6204.002, 6204.003, 6207.0, 6207.001, 6207.002, 6207.003, 6234.0, 6234.001, 6234.002, 6234.003, 6234.004, 6234.005, 6248.0, 6248.001, 6440.0, 6440.001, 6440.002, 6440.003, 6440.004, 6440.005, 6440.006, 6440.007, 6440.008, 6470.0]"
31,32,"[5.0, 3.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0]","[8043, 5897, 6745, 27822, 3563, 19032, 14924, 12485, 12455, 27088, 6612]","[6153.0, 6153.001, 6161.0, 6161.001, 6262.0, 6341.0, 6341.001, 6341.002, 6385.0, 6385.001, 6482.0]"
32,33,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[8517, 8490, 8375, 8375, 8340, 8340, 8279, 8517, 8281, 8281, 23889, 16050, 10435, 8374, 7349, 6709, 23888, 19681, 10660, 10672, 9012, 9012, 8675, 8675, 8279, 7031, 7031, 7034, 7034, 6839, 6839, 9781, 9781, 4362, 6690, 25094, 4302, 15106, 6690, 12269, 12251, 3404, 4387, 4387, 3450, 3450, 19791, 8595, 12210, 8735, 6882, 6882, 8752, 7948, 7948, 5714, 5714, 8684, 8684, 8180, 4286, 8180, 7208, 7208, 3766, 19592, 12617, 8987, 18629, 20388, 7876, 1298, 7876, 11297, 7962, 7992, 9792, 9792, 5658, 5658, 3303, 3303, 6152, 19027, 6152, 11111, 11103, 11112, 11109, 16813, 16812, 8675, 5778, 5778, 28448, 1616, 8547, 5019, 2997, 710, 699, 5019, 8547, 8508, 16053, 8887, 8887, 713, 4701, 11659, 11647, 27107, 28024, 4285, 16803, 8251, 8251, 8422, 8422, 10773, 5297, 8581, 25791, 6505, 6501, 25792, 11795, 724, 3324, 3324, 8560, 13314, 12038, 23382, 31616, 11914, 8615, 4248, 4248, 6189, 5445, 1079]","[4826.0, 4826.001, 4826.002, 4826.003, 4826.004, 4826.005, 4826.006, 4826.007, 4826.008, 4826.009, 4826.01, 4826.011, 4826.012, 4826.013, 4826.014, 4826.015, 4826.016, 4826.017, 4826.018, 4826.019, 4826.02, 4826.021, 4826.022, 4826.023, 4826.024, 4826.025, 4826.026, 4826.027, 4826.028, 4826.029, 4826.03, 4860.0, 4860.001, 4869.0, 4869.001, 4869.002, 4869.003, 4869.004, 4869.005, 4957.0, 4957.001, 4957.002, 4957.003, 4957.004, 4957.005, 4957.006, 4979.0, 5005.0, 5005.001, 5005.002, 5029.0, 5029.001, 5029.002, 5133.0, 5133.001, 5133.002, 5133.003, 5184.0, 5184.001, 5223.0, 5223.001, 5223.002, 5223.003, 5223.004, 5242.0, 5246.0, 5246.001, 5246.002, 5246.003, 5246.004, 5246.005, 5246.006, 5246.007, 5246.008, 5246.009, 5246.01, 5257.0, 5257.001, 5296.0, 5296.001, 5303.0, 5303.001, 5314.0, 5314.001, 5314.002, 5365.0, 5365.001, 5365.002, 5365.003, 5365.004, 5365.005, 5481.0, 5519.0, 5519.001, 5519.002, 5519.003, 5668.0, 5668.001, 5668.002, 5668.003, 5668.004, 5668.005, 5668.006, 5668.007, 5668.008, 5668.009, 5668.01, 5711.0, 5750.0, 5750.001, 5750.002, 5750.003, 5888.0, 5888.001, 5888.002, 5913.0, 5913.001, 5913.002, 5913.003, 5913.004, 5913.005, 5937.0, 5937.001, 5937.002, 5937.003, 5937.004, 5937.005, 5937.006, 5937.007, 5937.008, 6070.0, 6070.001, 6070.002, 6070.003, 6070.004, 6070.005, 6070.006, 6070.007, 6070.008, 6367.0, 6367.001, 6367.002]"
33,34,"[4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[14158, 6135, 6135, 14527, 15720, 16683, 11632, 12678, 14604, 1763, 3801, 2179, 6192, 4697, 2663, 2595, 2096, 2027, 26300, 26059, 19730, 1864, 10891, 20695, 10224, 13092, 4142, 9574, 9224, 4142, 3801, 8879, 6377, 4373, 8971, 12393, 12047, 12886, 6423, 5817, 5246, 8971, 8926, 12742, 13750, 15035, 8362, 8362, 8051, 8051, 7149, 6906, 6453, 6453, 6423, 8486, 8486, 12743, 6906, 5088, 9156, 9156, 9901, 5088, 10660, 10669, 10896, 25330, 4320, 3349, 5036, 5793, 4320, 9837, 13389, 5036, 9965, 9965, 4610, 11159, 15346, 10668, 46, 7655, 14683]","[3535.0, 5376.0, 5376.001, 5552.0, 5552.001, 5552.002, 5552.003, 5552.004, 5552.005, 5552.006, 5552.007, 5552.008, 5552.009, 5552.01, 5552.011, 5552.012, 5552.013, 5552.014, 5552.015, 5552.016, 5552.017, 5552.018, 5552.019, 5552.02, 5552.021, 5552.022, 5552.023, 5552.024, 5552.025, 5552.026, 5552.027, 5552.028, 5552.029, 5552.03, 5552.031, 5552.032, 5552.033, 5552.034, 5552.035, 5552.036, 5552.037, 5552.038, 5552.039, 5552.04, 5552.041, 5552.042, 5552.043, 5552.044, 5552.045, 5552.046, 5552.047, 5552.048, 5552.049, 5552.05, 5552.051, 5552.052, 5552.053, 5552.054, 5552.055, 5552.056, 5552.057, 5552.058, 5552.059, 5552.06, 5552.061, 5552.062, 5552.063, 5561.0, 5561.001, 5561.002, 5561.003, 5561.004, 5561.005, 5561.006, 5561.007, 5561.008, 5561.009, 5561.01, 5561.011, 5570.0, 5570.001, 5640.0, 5983.0, 6374.0, 6374.001]"
34,35,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 1.0, 5.0, 1.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[19182, 20043, 21330, 20758, 21970, 21815, 22531, 22817, 22813, 16521, 11782, 5887, 5887, 11098, 26918, 22714, 22716, 29378, 29167, 27974, 29834, 29506, 30060, 30203, 24423]","[4639.0, 4753.0, 4784.0, 4785.0, 4856.0, 4878.0, 4878.001, 4878.002, 5103.0, 5103.001, 5103.002, 5109.0, 5109.001, 5109.002, 5375.0, 5578.0, 5578.001, 5604.0, 5608.0, 5616.0, 5673.0, 5673.001, 5722.0, 5756.0, 5924.0]"
35,36,"[5.0, 5.0, 5.0, 5.0, 5.0, 2.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[21796, 3082, 3082, 14434, 10417, 1763, 28813, 28549, 30238, 29950, 16254, 16712, 29612, 18013]","[5046.0, 5379.0, 5379.001, 5379.002, 5388.0, 5416.0, 5557.0, 5570.0, 5699.0, 5708.0, 5729.0, 5747.0, 5759.0, 5967.0]"
36,37,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[317, 24801, 16106, 16471, 19893, 9996, 46, 15794, 23554, 12550, 23553]","[5161.0, 5161.001, 5161.002, 5161.003, 5163.0, 5181.0, 5181.001, 5213.0, 5220.0, 5220.001, 5220.002]"
