reviewerID,overall,asin,unixReviewTime
23,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[20817, 20878, 20817, 11190, 7979, 7979, 18959, 15463, 2037, 18525, 10814, 17448, 22026, 14692, 1834, 23956, 8603, 8603, 14539, 9854, 25024, 20936, 18820, 17733, 20267, 19099, 16279, 17734, 18167, 20264]","[15753.0, 15764.0, 15764.0, 15764.0, 15764.0, 15764.0, 16038.0, 16038.0, 16038.0, 16038.0, 16043.0, 16043.0, 16043.0, 16044.0, 16051.0, 16051.0, 16051.0, 16051.0, 16053.0, 16066.0, 16066.0, 16066.0, 16066.0, 16066.0, 16066.0, 16066.0, 16116.0, 16116.0, 16116.0, 16193.0]"
24,"[4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0]","[6762, 6762, 7234, 7234, 26798, 26817, 1074, 21105, 13008, 6389, 11108, 6427]","[15962.0, 15962.0, 15977.0, 15977.0, 16405.0, 16405.0, 16405.0, 16662.0, 16730.0, 16834.0, 16834.0, 16834.0]"
25,"[5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 5.0, 3.0, 5.0, 5.0, 5.0, 4.0, 4.0, 3.0, 3.0, 1.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 4.0, 5.0]","[27774, 27241, 24867, 14711, 10367, 15975, 23848, 29638, 1660, 5208, 25664, 25662, 16977, 30779, 16671, 26422, 26426, 17228, 23846, 1755, 29641, 10367, 26407, 23581, 6816, 20777, 15824, 7555, 28504, 26171, 15825, 31006, 29637, 32406, 32460, 5433, 3314, 7182, 7182, 14520, 32834, 5139, 17227, 15030, 8556, 27237, 13256, 17822, 5151, 27857, 22141]","[16859.0, 16859.0, 16859.0, 16859.0, 16859.0, 16859.0, 16859.0, 16859.0, 16859.0, 16859.0, 16859.0, 16859.0, 16859.0, 16859.0, 16859.0, 16859.0, 16859.0, 16859.0, 16859.0, 16859.0, 16859.0, 16859.0, 16859.0, 16859.0, 16859.0, 16859.0, 16928.0, 16928.0, 16928.0, 16928.0, 16928.0, 16928.0, 16928.0, 17041.0, 17042.0, 17042.0, 17042.0, 17042.0, 17042.0, 17042.0, 17051.0, 17051.0, 17051.0, 17051.0, 17051.0, 17051.0, 17051.0, 17253.0, 17253.0, 17288.0, 17295.0]"
26,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[12681, 13105, 16510, 6971, 7017, 7017, 9979, 16943, 9979, 13259, 21912, 5530, 5530, 2213, 8854, 20965, 12709, 9936, 2724, 13196, 12378, 6878, 20991, 19993, 1019, 1019, 25225, 1080]","[15562.0, 15725.0, 15740.0, 15867.0, 15867.0, 15867.0, 15867.0, 15867.0, 15867.0, 15882.0, 15882.0, 15882.0, 15882.0, 15882.0, 15903.0, 15960.0, 15960.0, 15975.0, 15982.0, 16006.0, 16044.0, 16044.0, 16053.0, 16154.0, 16154.0, 16180.0, 16180.0, 16430.0]"
27,"[5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0]","[25733, 22667, 20860, 13994, 20114, 10734, 1737, 1605, 1562, 18599, 7528, 8171, 7711, 28688, 28690, 28686, 26350, 22677, 20115, 18602, 2177, 26255, 9520, 18300, 18294, 18295, 18297, 18293, 18292, 9502, 22670, 22706, 16332, 4890, 7022]","[17309.0, 17309.0, 17309.0, 17309.0, 17309.0, 17529.0, 17541.0, 17541.0, 17541.0, 17541.0, 17541.0, 17541.0, 17541.0, 17541.0, 17541.0, 17541.0, 17541.0, 17541.0, 17541.0, 17541.0, 17541.0, 17541.0, 17560.0, 17560.0, 17560.0, 17560.0, 17560.0, 17560.0, 17560.0, 17560.0, 17599.0, 17599.0, 17599.0, 17599.0, 17599.0]"
28,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[4476, 28243, 27774, 4476, 7206, 30298, 19459, 21522, 20465, 27787, 28898]","[17113.0, 17113.0, 17113.0, 17113.0, 17113.0, 17113.0, 17113.0, 17113.0, 17113.0, 17113.0, 17113.0]"
29,"[3.0, 3.0, 4.0, 3.0, 3.0, 4.0, 4.0, 4.0, 4.0, 1.0, 2.0, 3.0, 4.0, 3.0, 4.0, 4.0, 4.0, 5.0, 2.0, 5.0]","[4113, 4113, 12242, 13682, 12583, 11376, 19945, 22375, 909, 21643, 26420, 26397, 478, 30852, 391, 31219, 28100, 4710, 13940, 3282]","[13681.0, 13681.0, 14266.0, 14370.0, 14675.0, 14824.0, 15480.0, 16012.0, 16156.0, 16291.0, 16442.0, 16669.0, 16856.0, 16885.0, 16945.0, 17043.0, 17390.0, 17599.0, 17599.0, 17599.0]"
30,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[7476, 7476, 3606, 2863, 16578, 19092, 24254, 23913, 24643, 24071, 23651, 22369, 19462, 21552, 24897, 22945, 24163, 24546, 20667, 24862, 25179, 20101, 25339, 27049, 29132]","[15769.0, 15769.0, 15769.0, 15769.0, 15848.0, 15962.0, 16010.0, 16026.0, 16096.0, 16096.0, 16096.0, 16096.0, 16096.0, 16096.0, 16096.0, 16104.0, 16125.0, 16125.0, 16125.0, 16125.0, 16125.0, 16125.0, 16125.0, 16815.0, 16975.0]"
31,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[5861, 5971, 5971, 12980, 4297, 2690, 2482, 19295, 19292, 19298, 19296, 2689, 2401, 19297, 2480, 2542, 12761, 19290, 19293, 1214, 8948, 1188, 6646, 8664, 8971, 8968, 12229, 8357, 2762]","[15773.0, 15773.0, 15773.0, 17160.0, 17160.0, 17160.0, 17160.0, 17163.0, 17163.0, 17163.0, 17163.0, 17190.0, 17190.0, 17190.0, 17190.0, 17190.0, 17190.0, 17204.0, 17204.0, 17396.0, 17396.0, 17396.0, 17396.0, 17396.0, 17396.0, 17396.0, 17396.0, 17396.0, 17426.0]"
32,"[5.0, 3.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0]","[8043, 5897, 6745, 27822, 3563, 19032, 14924, 12485, 12455, 27088, 6612]","[17109.0, 17109.0, 17117.0, 17117.0, 17218.0, 17297.0, 17297.0, 17297.0, 17341.0, 17341.0, 17438.0]"
33,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 3.0, 5.0, 3.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[8517, 8490, 8375, 8375, 8340, 8340, 8279, 8517, 8281, 8281, 23889, 16050, 10435, 8374, 7349, 6709, 23888, 19681, 10660, 10672, 9012, 9012, 8675, 8675, 8279, 7031, 7031, 7034, 7034, 6839, 6839, 9781, 9781, 4362, 6690, 25094, 4302, 15106, 6690, 12269, 12251, 3404, 4387, 4387, 3450, 3450, 19791, 8595, 12210, 8735, 6882, 6882, 8752, 7948, 7948, 5714, 5714, 8684, 8684, 8180, 4286, 8180, 7208, 7208, 3766, 19592, 12617, 8987, 18629, 20388, 7876, 1298, 7876, 11297, 7962, 7992, 9792, 9792, 5658, 5658, 3303, 3303, 6152, 19027, 6152, 11111, 11103, 11112, 11109, 16813, 16812, 8675, 5778, 5778, 28448, 1616, 8547, 5019, 2997, 710, 699, 5019, 8547, 8508, 16053, 8887, 8887, 713, 4701, 11659, 11647, 27107, 28024, 4285, 16803, 8251, 8251, 8422, 8422, 10773, 5297, 8581, 25791, 6505, 6501, 25792, 11795, 724, 3324, 3324, 8560, 13314, 12038, 23382, 31616, 11914, 8615, 4248, 4248, 6189, 5445, 1079]","[15782.0, 15782.0, 15782.0, 15782.0, 15782.0, 15782.0, 15782.0, 15782.0, 15782.0, 15782.0, 15782.0, 15782.0, 15782.0, 15782.0, 15782.0, 15782.0, 15782.0, 15782.0, 15782.0, 15782.0, 15782.0, 15782.0, 15782.0, 15782.0, 15782.0, 15782.0, 15782.0, 15782.0, 15782.0, 15782.0, 15782.0, 15816.0, 15816.0, 15825.0, 15825.0, 15825.0, 15825.0, 15825.0, 15825.0, 15913.0, 15913.0, 15913.0, 15913.0, 15913.0, 15913.0, 15913.0, 15935.0, 15961.0, 15961.0, 15961.0, 15985.0, 15985.0, 15985.0, 16089.0, 16089.0, 16089.0, 16089.0, 16140.0, 16140.0, 16179.0, 16179.0, 16179.0, 16179.0, 16179.0, 16198.0, 16202.0, 16202.0, 16202.0, 16202.0, 16202.0, 16202.0, 16202.0, 16202.0, 16202.0, 16202.0, 16202.0, 16213.0, 16213.0, 16252.0, 16252.0, 16259.0, 16259.0, 16270.0, 16270.0, 16270.0, 16321.0, 16321.0, 16321.0, 16321.0, 16321.0, 16321.0, 16437.0, 16475.0, 16475.0, 16475.0, 16475.0, 16624.0, 16624.0, 16624.0, 16624.0, 16624.0, 16624.0, 16624.0, 16624.0, 16624.0, 16624.0, 16624.0, 16667.0, 16706.0, 16706.0, 16706.0, 16706.0, 16844.0, 16844.0, 16844.0, 16869.0, 16869.0, 16869.0, 16869.0, 16869.0, 16869.0, 16893.0, 16893.0, 16893.0, 16893.0, 16893.0, 16893.0, 16893.0, 16893.0, 16893.0, 17026.0, 17026.0, 17026.0, 17026.0, 17026.0, 17026.0, 17026.0, 17026.0, 17026.0, 17323.0, 17323.0, 17323.0]"
34,"[4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[14158, 6135, 6135, 14527, 15720, 16683, 11632, 12678, 14604, 1763, 3801, 2179, 6192, 4697, 2663, 2595, 2096, 2027, 26300, 26059, 19730, 1864, 10891, 20695, 10224, 13092, 4142, 9574, 9224, 4142, 3801, 8879, 6377, 4373, 8971, 12393, 12047, 12886, 6423, 5817, 5246, 8971, 8926, 12742, 13750, 15035, 8362, 8362, 8051, 8051, 7149, 6906, 6453, 6453, 6423, 8486, 8486, 12743, 6906, 5088, 9156, 9156, 9901, 5088, 10660, 10669, 10896, 25330, 4320, 3349, 5036, 5793, 4320, 9837, 13389, 5036, 9965, 9965, 4610, 11159, 15346, 10668, 46, 7655, 14683]","[14491.0, 16332.0, 16332.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16508.0, 16517.0, 16517.0, 16517.0, 16517.0, 16517.0, 16517.0, 16517.0, 16517.0, 16517.0, 16517.0, 16517.0, 16517.0, 16526.0, 16526.0, 16596.0, 16939.0, 17330.0, 17330.0]"
35,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 1.0, 5.0, 1.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[19182, 20043, 21330, 20758, 21970, 21815, 22531, 22817, 22813, 16521, 11782, 5887, 5887, 11098, 26918, 22714, 22716, 29378, 29167, 27974, 29834, 29506, 30060, 30203, 24423]","[15595.0, 15709.0, 15740.0, 15741.0, 15812.0, 15834.0, 15834.0, 15834.0, 16059.0, 16059.0, 16059.0, 16065.0, 16065.0, 16065.0, 16331.0, 16534.0, 16534.0, 16560.0, 16564.0, 16572.0, 16629.0, 16629.0, 16678.0, 16712.0, 16880.0]"
36,"[5.0, 5.0, 5.0, 5.0, 5.0, 2.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[21796, 3082, 3082, 14434, 10417, 1763, 28813, 28549, 30238, 29950, 16254, 16712, 29612, 18013]","[16002.0, 16335.0, 16335.0, 16335.0, 16344.0, 16372.0, 16513.0, 16526.0, 16655.0, 16664.0, 16685.0, 16703.0, 16715.0, 16923.0]"
37,"[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]","[317, 24801, 16106, 16471, 19893, 9996, 46, 15794, 23554, 12550, 23553]","[16117.0, 16117.0, 16117.0, 16117.0, 16119.0, 16137.0, 16137.0, 16169.0, 16176.0, 16176.0, 16176.0]"
